,ticket_id,UID,currency,sales,quantity,date
14,202308220472156,8a7d3742-58df-52cb-9aab-2a85f50cb02b8a7d3742-58df-52cb-9aab-2a85f50cb02b,USD,420.0,2,2023-08-22
15,202308220942210,f30b86fd-1e87-5ed5-9fef-8acae5bc0e09f30b86fd-1e87-5ed5-9fef-8acae5bc0e09,USD,1000.0,5,2023-08-22
16,202308220619947,12c6d157-6352-5961-a4e0-41d8f7e9302112c6d157-6352-5961-a4e0-41d8f7e93021,USD,200.0,2,2023-08-22
17,202308220891969,c6f99db9-c1e7-517b-9dc0-de4d91e098f7c6f99db9-c1e7-517b-9dc0-de4d91e098f7,USD,900.0,4,2023-08-22
18,202308220796082,9b9d7c38-4abc-5ae2-ad78-e58a55e393a99b9d7c38-4abc-5ae2-ad78-e58a55e393a9,USD,750.0,5,2023-08-22
19,202308220345046,eddec5ae-664c-5ad9-b3e2-553617fe1c5deddec5ae-664c-5ad9-b3e2-553617fe1c5d,USD,280.0,4,2023-08-22
20,202308220745763,9132dc97-4cdf-5633-9637-422a3ab38c8e425196e8-4e09-5a41-9ce1-4e2f1c480f5c,USD,675.0,5,2023-08-22
21,202308220706464,da7ca930-896f-5a04-9d1d-267129947793da7ca930-896f-5a04-9d1d-267129947793,USD,125.0,1,2023-08-22
22,202308220194417,da7ca930-896f-5a04-9d1d-267129947793f8d1f742-9d3b-5be1-b32d-7c1794addf17,USD,375.0,3,2023-08-22
23,202308220719781,da7ca930-896f-5a04-9d1d-2671299477933139b490-b241-59eb-824a-080e0b1bc46d,USD,250.0,2,2023-08-22
24,202308220720230,ae3e287f-e901-57f0-924d-85f86ecaeeadae3e287f-e901-57f0-924d-85f86ecaeead,USD,520.0,4,2023-08-22
25,202308220227963,1be4cc5a-acc0-5bc3-9148-50924864e5ff1be4cc5a-acc0-5bc3-9148-50924864e5ff,USD,200.0,1,2023-08-22
26,202308220906335,fbaeaf81-09d4-5b4e-b715-b5bbbe74d83afbaeaf81-09d4-5b4e-b715-b5bbbe74d83a,USD,560.0,4,2023-08-22
27,202308220696510,3ae378c5-1840-5e04-bdef-0e13884268b26bf174e7-9ca0-5c7d-8f09-0fbd73e10806,USD,65.0,1,2023-08-22
28,202308220717202,3ae378c5-1840-5e04-bdef-0e13884268b2f588daf4-79dc-5042-9678-286ffd643149,USD,325.0,5,2023-08-22
29,202308220522959,5e3f44bc-aab7-5f91-952f-4ff6d92bf56f5e3f44bc-aab7-5f91-952f-4ff6d92bf56f,USD,900.0,5,2023-08-22
30,202308220806204,5e3f44bc-aab7-5f91-952f-4ff6d92bf56f9e171331-b5fd-58e1-85a9-4f42e93a7ff6,USD,180.0,1,2023-08-22
31,202308220193554,0c27b222-e471-5cbe-bbb7-0ab4eef97cf00c27b222-e471-5cbe-bbb7-0ab4eef97cf0,USD,420.0,3,2023-08-22
32,202308220639829,c19552d4-1e4e-50da-8f0b-fa39f276b0dac19552d4-1e4e-50da-8f0b-fa39f276b0da,USD,800.0,5,2023-08-22
33,202308220760184,3910926c-ac68-5f39-b584-f410ea8cd4ea3910926c-ac68-5f39-b584-f410ea8cd4ea,USD,255.94,2,2023-08-22
34,202308220422895,87f6058b-210a-5b51-b91b-91059145a06d87f6058b-210a-5b51-b91b-91059145a06d,USD,189.94,2,2023-08-22
35,202308220108860,942cff16-49e8-590b-b2f0-0cdf1efaccf24a9be42f-77b1-5c5f-b6d0-4d99ed3c2e69,USD,264.85,5,2023-08-22
36,202308220587846,82dc7d2f-4c16-5eff-86b2-3aa25d0d445582dc7d2f-4c16-5eff-86b2-3aa25d0d4455,USD,400.0,5,2023-08-22
37,202308220190890,c6e0822e-1a85-577e-a4cf-bc72c135b283c6e0822e-1a85-577e-a4cf-bc72c135b283,USD,59.97,1,2023-08-22
38,202308220118491,196a1c49-9ece-53dc-9eaa-3b96141fef3d196a1c49-9ece-53dc-9eaa-3b96141fef3d,USD,1000.0,5,2023-08-22
39,202308220482627,a36cf904-a2f6-58a2-b727-b32fbb092adbb7097a35-576b-5072-aee9-82e98b883f64,USD,187.94,2,2023-08-22
40,202308220632327,c70a8df5-3e11-5ee6-a1c0-8d06e247d97ec70a8df5-3e11-5ee6-a1c0-8d06e247d97e,USD,250.0,2,2023-08-22
41,202308220769438,c70a8df5-3e11-5ee6-a1c0-8d06e247d97e855f7124-e52e-5144-9c03-a0af8cb7bef8,USD,500.0,4,2023-08-22
42,202308220455258,c70a8df5-3e11-5ee6-a1c0-8d06e247d97e6a45ac32-1629-5b8b-9276-b73d07cf92d3,USD,625.0,5,2023-08-22
43,202308220317247,c70a8df5-3e11-5ee6-a1c0-8d06e247d97e127fbb29-c6d4-5d8b-9083-7af840fd8cd9,USD,375.0,3,2023-08-22
44,202308220425700,29a90722-1212-5633-9919-c96478c8111e729674bc-ef2a-5048-8929-34ac9b9d9b42,USD,420.0,3,2023-08-22
45,202308220496699,12e0eb3a-ae6e-57ae-b109-adc51675836712e0eb3a-ae6e-57ae-b109-adc516758367,USD,102.97,1,2023-08-22
46,202308220526624,08ce7996-0ebb-57fe-b4d6-f50a2deafbd308ce7996-0ebb-57fe-b4d6-f50a2deafbd3,USD,375.0,5,2023-08-22
47,202308220817786,08ce7996-0ebb-57fe-b4d6-f50a2deafbd36855fec7-a00c-55f2-95d7-103e3ca02674,USD,150.0,2,2023-08-22
48,202308220254655,dc7ddd62-defd-591d-83c6-7012db4158efdc7ddd62-defd-591d-83c6-7012db4158ef,USD,425.0,5,2023-08-22
49,202308220975840,1a5d9064-0bfb-50b0-906b-d2ab85e18fd4acafd216-6a3e-590e-b105-0359ad159ab4,USD,140.0,1,2023-08-22
50,202308220179104,c4d83c80-3e54-52dc-8972-a732fe101769c4d83c80-3e54-52dc-8972-a732fe101769,USD,106.97,1,2023-08-22
51,202308220525174,c4d83c80-3e54-52dc-8972-a732fe1017691ed14d68-3207-5c19-ba58-bd2518d7b117,USD,213.94,2,2023-08-22
52,202308220952052,c4d83c80-3e54-52dc-8972-a732fe101769909ee95f-85be-5145-bd20-46b2515f5f77,USD,427.88,4,2023-08-22
53,202308220289922,d17f1b37-385f-5dd9-8f6b-927ec125b030ffca2427-a7e7-5714-af63-660281e934ef,USD,650.0,5,2023-08-22
54,202308220445202,05c22066-ec6a-5a0d-8a71-d73f68244cc905c22066-ec6a-5a0d-8a71-d73f68244cc9,USD,114.97,1,2023-08-22
55,202308220163515,05c22066-ec6a-5a0d-8a71-d73f68244cc939bd579a-e623-5073-b3c6-3f63bafadae0,USD,459.88,4,2023-08-22
56,202308220116684,05c22066-ec6a-5a0d-8a71-d73f68244cc967d42d31-cba9-5f72-a9db-61833eb9e492,USD,114.97,1,2023-08-22
57,202308220956486,afa40d66-cb44-5ff4-9979-b31869f76463813e389d-e226-5be7-b2cc-aefc3d6418db,USD,660.0,4,2023-08-22
58,202308220763289,c2e29722-ef86-5421-b60e-8c41ea511f76c2e29722-ef86-5421-b60e-8c41ea511f76,USD,220.0,2,2023-08-22
59,202308220675731,7eb6a812-c719-50e2-9bd9-f33c0682be837eb6a812-c719-50e2-9bd9-f33c0682be83,USD,323.90999999999997,3,2023-08-22
60,202308220525726,7eb6a812-c719-50e2-9bd9-f33c0682be8309441649-f1d4-5f76-8390-3a43d34e13dc,USD,431.88,4,2023-08-22
61,202308220107387,7eb6a812-c719-50e2-9bd9-f33c0682be83b5667daa-c0c2-51ad-852c-704c845473a0,USD,107.97,1,2023-08-22
62,202308220606609,36a1ed36-c363-519f-af22-4ae5d25b52c736a1ed36-c363-519f-af22-4ae5d25b52c7,USD,1050.0,5,2023-08-22
63,202308220662912,f09ec303-c614-54f6-8aa8-d5bc62b13185f09ec303-c614-54f6-8aa8-d5bc62b13185,USD,750.0,5,2023-08-22
64,202308220517805,df07ecf4-c5b6-5e99-b4c8-c2a2172e8139df07ecf4-c5b6-5e99-b4c8-c2a2172e8139,USD,270.0,2,2023-08-22
65,202308220134792,6b52266c-a88c-500a-bf18-1127eb76ee7f6b52266c-a88c-500a-bf18-1127eb76ee7f,USD,140.0,1,2023-08-22
66,202308220067325,98728feb-c254-5108-a775-f11d8feb38479ae351eb-43a2-5bad-869a-67a275467c45,USD,149.91,3,2023-08-22
67,202308220318541,61062687-cdc7-5473-b3f9-b609a937dcd961062687-cdc7-5473-b3f9-b609a937dcd9,USD,140.0,2,2023-08-22
68,202308220579699,a2e65cc8-0fac-5a29-963d-88ba304e949fbfb45b85-5049-5fa7-b627-8a1ded4cdc9f,USD,440.0,4,2023-08-22
69,202308220276926,a2e65cc8-0fac-5a29-963d-88ba304e949fb99c747d-9ee9-593d-8799-31f10d7da3ad,USD,110.0,1,2023-08-22
70,202308220211792,64690343-9da5-5403-a157-b4d9432a3e7364690343-9da5-5403-a157-b4d9432a3e73,USD,625.0,5,2023-08-22
71,202308220661703,64690343-9da5-5403-a157-b4d9432a3e7324b36c46-8e05-57ad-8c5b-3321360eb354,USD,125.0,1,2023-08-22
72,202308220562613,da8e9a9e-5599-5ffc-a4ba-0ef9aab215b2da8e9a9e-5599-5ffc-a4ba-0ef9aab215b2,USD,110.0,1,2023-08-22
73,202308220820154,da8e9a9e-5599-5ffc-a4ba-0ef9aab215b2c1a209ec-7e7a-5df2-a18c-f64ab78d0033,USD,550.0,5,2023-08-22
74,202308220605354,da8e9a9e-5599-5ffc-a4ba-0ef9aab215b2c848f221-6f6b-526a-8911-e2ab0980ccc7,USD,440.0,4,2023-08-22
75,202308220237290,78697691-7dae-5d72-af04-0051b5b896e33f342c65-4afe-5c2b-a0c2-cd0447ae2603,USD,180.0,3,2023-08-22
76,202308220788140,be6f7962-22a4-5f80-92db-aeccfcbdd2d0be6f7962-22a4-5f80-92db-aeccfcbdd2d0,USD,580.0,4,2023-08-22
77,202308220574707,7cdb7443-78dd-5083-901a-a950178bbc917cdb7443-78dd-5083-901a-a950178bbc91,USD,264.85,5,2023-08-22
78,202308220045081,9a0c9e00-676f-58a5-9baa-d51a4d42d7e09a0c9e00-676f-58a5-9baa-d51a4d42d7e0,USD,200.0,1,2023-08-22
79,202308220785910,503ada58-ce50-55fa-84c3-db59acfbec5d65aa9c62-0d0a-51a7-9d00-c508c052d89f,USD,450.0,3,2023-08-22
80,202308220342551,e5c67bc8-7b38-5e4c-b6a6-b7bcc3814c45ae49a3c0-b7a3-5577-812f-93e2a9a1f486,USD,330.0,3,2023-08-22
81,202308220732116,3874a182-2670-5910-9c3f-7dfc8ef665913874a182-2670-5910-9c3f-7dfc8ef66591,USD,475.0,5,2023-08-22
82,202308220468899,a0ca956d-4ae8-5de2-a5f2-bd448f624ddca0ca956d-4ae8-5de2-a5f2-bd448f624ddc,USD,169.94,2,2023-08-22
83,202308220738965,7e4690ca-fc3e-5752-9d55-4912dd06a0267e4690ca-fc3e-5752-9d55-4912dd06a026,USD,270.0,2,2023-08-22
84,202308220599245,7e4690ca-fc3e-5752-9d55-4912dd06a0266357cc35-5087-5d15-a4b1-2358f95077d6,USD,135.0,1,2023-08-22
85,202308220169280,7e4690ca-fc3e-5752-9d55-4912dd06a02653335066-2b70-5570-9b4e-10d5451f76fb,USD,270.0,2,2023-08-22
86,202308220708444,7e4690ca-fc3e-5752-9d55-4912dd06a0260b39c8a7-a4a7-57fd-adc4-0f9e47176544,USD,405.0,3,2023-08-22
87,202308220605124,7e4690ca-fc3e-5752-9d55-4912dd06a0263a850a56-cf22-511a-9e0f-191820f6f822,USD,270.0,2,2023-08-22
88,202308220929067,e2fbf52d-003a-5bcf-a257-4be082a9e935e2fbf52d-003a-5bcf-a257-4be082a9e935,USD,263.94,2,2023-08-22
89,202308220756148,e2fbf52d-003a-5bcf-a257-4be082a9e93560d1ef9d-67c0-5e59-9057-d281341e8760,USD,659.85,5,2023-08-22
90,202308220065961,81077abf-7b6e-5ec1-97b4-4f8c62eea04b81077abf-7b6e-5ec1-97b4-4f8c62eea04b,USD,120.0,1,2023-08-22
91,202308220980217,19069907-7109-5d04-a28d-64566c90e1d219069907-7109-5d04-a28d-64566c90e1d2,USD,660.0,3,2023-08-22
92,202308220546430,19069907-7109-5d04-a28d-64566c90e1d25d8917ef-f1f7-59b9-9d2f-e85aa43a3298,USD,880.0,4,2023-08-22
93,202308220952091,6a0c7cf0-1924-5e37-b6ec-9c4961f70f9f6a0c7cf0-1924-5e37-b6ec-9c4961f70f9f,USD,140.0,2,2023-08-22
94,202308220445595,98a57432-7836-5a61-93c6-2910e17416ee98a57432-7836-5a61-93c6-2910e17416ee,USD,200.0,2,2023-08-22
95,202308220355630,98a57432-7836-5a61-93c6-2910e17416ee88c7312b-0856-5667-aec3-cd7f18e09989,USD,200.0,2,2023-08-22
96,202308220391963,22e9a7ea-e596-5caa-a035-ae2d2a2f945222e9a7ea-e596-5caa-a035-ae2d2a2f9452,USD,117.97,1,2023-08-22
97,202308220185073,22e9a7ea-e596-5caa-a035-ae2d2a2f9452819046c9-a28e-5d72-95dd-14eeee63e23e,USD,353.90999999999997,3,2023-08-22
98,202308220657710,9d955f3d-0b38-53d1-a85c-deac65baa8320fc0606a-1b84-5fc7-9c5d-1e9a9ba9bcfb,USD,165.0,3,2023-08-22
99,202308220972036,9d955f3d-0b38-53d1-a85c-deac65baa8323f2f43ba-ad98-5142-828e-7af7a5455820,USD,275.0,5,2023-08-22
100,202308220422965,cb43c64a-6ac9-5f12-bcb5-6147b310aa2bcb43c64a-6ac9-5f12-bcb5-6147b310aa2b,USD,260.0,2,2023-08-22
101,202308220121332,d6f15fb5-f835-5b1a-b35c-bde6e0fd4c7900d42dfe-4229-50e4-8d80-fda59f8845f4,USD,650.0,5,2023-08-22
102,202308220770170,d6f15fb5-f835-5b1a-b35c-bde6e0fd4c79d8b384ad-6c88-5c12-8b1b-b03cd4e3d764,USD,390.0,3,2023-08-22
103,202308220471588,5c085f4a-2ca8-5346-8db2-3e3ab60e2f695c085f4a-2ca8-5346-8db2-3e3ab60e2f69,USD,195.0,3,2023-08-22
104,202308220748040,453fbb86-d2b5-534f-9c72-ac6ea3bf1dbb453fbb86-d2b5-534f-9c72-ac6ea3bf1dbb,USD,740.0,4,2023-08-22
105,202308220564694,453fbb86-d2b5-534f-9c72-ac6ea3bf1dbbf7942e7b-bd6e-5471-a924-dcf8d746479c,USD,370.0,2,2023-08-22
106,202308220621432,e4aca301-0cf9-5d44-8eb9-8e93b2bff8cae4aca301-0cf9-5d44-8eb9-8e93b2bff8ca,USD,435.0,3,2023-08-22
107,202308220059745,e4aca301-0cf9-5d44-8eb9-8e93b2bff8ca62961ed1-b0de-5147-b5c7-c3e51b4febdc,USD,290.0,2,2023-08-22
108,202308220310260,5b77b612-f79a-59da-afcb-ac3b2d186f815b77b612-f79a-59da-afcb-ac3b2d186f81,USD,250.0,5,2023-08-22
109,202308220884665,c59360f7-4a3d-59a7-b947-c4fa4f098968c59360f7-4a3d-59a7-b947-c4fa4f098968,USD,55.0,1,2023-08-22
110,202308220402991,c59360f7-4a3d-59a7-b947-c4fa4f0989684ee433f6-ea44-561f-99a8-ea6858fa1795,USD,275.0,5,2023-08-22
111,202308220559257,dcbade04-6af5-593d-8d1c-c2c66eef9756d1ff7b13-2004-5839-a1b8-d42ed6f40391,USD,140.0,2,2023-08-22
112,202308220155869,dcbade04-6af5-593d-8d1c-c2c66eef97562f9a6a0f-2ee7-5d02-bbc8-ac9466e02f0f,USD,140.0,2,2023-08-22
113,202308220042394,e0b9c09f-b221-5112-a3e3-62886f4fe5c5634bbd88-1518-5fcd-bed4-11506534c376,USD,600.0,5,2023-08-22
114,202308220974250,0523aaf2-0c61-5564-b62c-461e5423c9ba0523aaf2-0c61-5564-b62c-461e5423c9ba,USD,314.90999999999997,3,2023-08-22
115,202308220223467,0523aaf2-0c61-5564-b62c-461e5423c9ba9eb1ac75-13cb-57ee-83b2-f4ac62199292,USD,419.88,4,2023-08-22
116,202308220096747,0523aaf2-0c61-5564-b62c-461e5423c9ba2084d8f2-9223-5b70-a4d3-1ae64917e4ac,USD,314.90999999999997,3,2023-08-22
117,202308220830321,0523aaf2-0c61-5564-b62c-461e5423c9ba66ba45a4-c7af-5e28-817c-d814c1738036,USD,419.88,4,2023-08-22
118,202308220542885,2f701482-cfb9-5832-9dec-9b8ab76dd49d2f701482-cfb9-5832-9dec-9b8ab76dd49d,USD,180.0,2,2023-08-22
119,202308220843294,27f19757-cbb2-5299-8587-b29679e56ccd1283a97e-edba-5d4b-808e-e2be300f61cf,USD,187.94,2,2023-08-22
120,202308220626445,81e7aa28-9b01-5609-a3f4-edf72abbd32c81e7aa28-9b01-5609-a3f4-edf72abbd32c,USD,80.0,1,2023-08-22
121,202308220093544,3b29896c-e7be-55fe-8143-bfbc5b2e95c93b29896c-e7be-55fe-8143-bfbc5b2e95c9,USD,45.0,1,2023-08-22
122,202308220433460,3b29896c-e7be-55fe-8143-bfbc5b2e95c905d29a7e-0b95-5d21-bfda-fcdec4ac594d,USD,90.0,2,2023-08-22
123,202308220326811,59a9247d-18d6-5143-a9bd-74032c7e055f59a9247d-18d6-5143-a9bd-74032c7e055f,USD,340.0,4,2023-08-22
124,202308220287210,326581ae-9698-592f-932e-984436d7c12f28d9dfbe-f4d9-5b23-b7f8-85d27789327e,USD,750.0,5,2023-08-22
125,202308220953890,326581ae-9698-592f-932e-984436d7c12f37fb160c-f890-50e1-b38e-a4ef2b5c7519,USD,450.0,3,2023-08-22
126,202308220082282,326581ae-9698-592f-932e-984436d7c12f2b3599e8-4ab7-5bd6-9644-9664a33cdc72,USD,300.0,2,2023-08-22
127,202308220630891,22af93cc-a1bc-57b8-83fb-e9033a9c198f71702cf0-7c28-5855-9bb4-f2e0370a576b,USD,750.0,5,2023-08-22
128,202308220003526,fa56ab24-fb5d-5564-b30a-685604fc5c22fa56ab24-fb5d-5564-b30a-685604fc5c22,USD,55.0,1,2023-08-22
129,202308220336242,e68395f3-fade-5a7c-ab29-df954d2958cf832610b6-248e-5fe1-a043-4c25a847f6cd,USD,99.94,2,2023-08-22
130,202308220417612,60940d14-cade-563c-b9bc-3b5475af132260940d14-cade-563c-b9bc-3b5475af1322,USD,480.0,3,2023-08-22
131,202308220067355,6cb21471-9f18-58df-a1aa-0dfb0a94a8946cb21471-9f18-58df-a1aa-0dfb0a94a894,USD,206.91,3,2023-08-22
132,202308220719351,6cb21471-9f18-58df-a1aa-0dfb0a94a8945af570fb-699f-5139-92e4-72ba2f937567,USD,206.91,3,2023-08-22
133,202308220310064,3fb584c0-a862-5c71-a66a-b6bfe56eb56d3fb584c0-a862-5c71-a66a-b6bfe56eb56d,USD,360.0,3,2023-08-22
134,202308220937438,71e81c59-43f4-5855-9c07-63b87496b77271e81c59-43f4-5855-9c07-63b87496b772,USD,105.0,1,2023-08-22
135,202308220037893,20f5d062-631a-5b3b-8135-4b30034acde620f5d062-631a-5b3b-8135-4b30034acde6,USD,380.0,4,2023-08-22
136,202308220762233,04c2480a-f935-5f57-b81a-6d95335ded5904c2480a-f935-5f57-b81a-6d95335ded59,USD,475.0,5,2023-08-22
137,202308220795453,2fb71b11-5791-5354-8a89-be3d37165a26edae8874-a54c-551d-a953-197b355256ad,USD,300.0,2,2023-08-22
138,202308220017883,e1db1dc1-eb83-5b95-a251-097a74a9edfb2109e08e-a924-5a3b-964c-3d1a6ac8008b,USD,305.90999999999997,3,2023-08-22
139,202308220970207,e1db1dc1-eb83-5b95-a251-097a74a9edfb19e5a1db-f104-5b9b-9f7c-23c8ba69698f,USD,101.97,1,2023-08-22
140,202308220217597,e6ff81e9-be63-56ed-b2dd-db6ee73706bee6ff81e9-be63-56ed-b2dd-db6ee73706be,USD,439.85,5,2023-08-22
141,202308220239446,e6ff81e9-be63-56ed-b2dd-db6ee73706be5980a9b8-3a6e-503a-b216-f66957195727,USD,263.90999999999997,3,2023-08-22
142,202308220010412,8981b3ef-d5f8-5ca7-b357-134c4cdfe1be8981b3ef-d5f8-5ca7-b357-134c4cdfe1be,USD,290.0,2,2023-08-22
143,202308220050522,df7be047-e4d9-5309-89a1-cc729600b166df7be047-e4d9-5309-89a1-cc729600b166,USD,225.0,3,2023-08-22
144,202308220991068,989d4b30-38da-5309-9eb7-4de530f6ba74989d4b30-38da-5309-9eb7-4de530f6ba74,USD,171.88,4,2023-08-22
145,202308220551985,989d4b30-38da-5309-9eb7-4de530f6ba749c48f0fd-98ab-5eed-b264-2b2ee575872f,USD,85.94,2,2023-08-22
146,202308220718651,989d4b30-38da-5309-9eb7-4de530f6ba74b1ab0132-1637-551b-9748-be7e763d26f2,USD,214.85,5,2023-08-22
147,202308220298750,989d4b30-38da-5309-9eb7-4de530f6ba74873237a8-34e4-5cc2-aae5-9e5b2f01d4bb,USD,171.88,4,2023-08-22
148,202308220467346,5159a3bc-6033-5641-ac11-8c3f62aaaa755159a3bc-6033-5641-ac11-8c3f62aaaa75,USD,97.97,1,2023-08-22
149,202308220131436,4507a37d-45a8-5958-b445-5ff406a96aba4507a37d-45a8-5958-b445-5ff406a96aba,USD,85.0,1,2023-08-22
150,202308220959357,13128252-352f-5214-9a2f-1cbb57eefdbd13128252-352f-5214-9a2f-1cbb57eefdbd,USD,220.0,1,2023-08-22
151,202308220988819,d7b15bbb-9825-525f-8538-7d4f207a6674d7b15bbb-9825-525f-8538-7d4f207a6674,USD,300.0,2,2023-08-22
152,202308220065850,08d8a2cf-f399-5e00-9d52-2031471f312508d8a2cf-f399-5e00-9d52-2031471f3125,USD,419.90999999999997,3,2023-08-22
153,202308220193489,08d8a2cf-f399-5e00-9d52-2031471f31256c64e587-dfaa-5e8e-9dd1-62a08722c650,USD,699.85,5,2023-08-22
154,202308220809687,59ec4c11-9ab6-5530-9c01-5c480ae0a3a559ec4c11-9ab6-5530-9c01-5c480ae0a3a5,USD,675.0,5,2023-08-22
155,202308220671073,66c3680c-2dc5-59ed-ba71-8221c148570266c3680c-2dc5-59ed-ba71-8221c1485702,USD,225.0,3,2023-08-22
156,202308220058759,78ad0719-9514-5165-b9da-4bfa1ce158fd78ad0719-9514-5165-b9da-4bfa1ce158fd,USD,170.91,3,2023-08-22
157,202308220349955,ff215194-fb13-5c96-84b2-85185dd3834d5924317e-9b6f-5ef2-91d0-eefaaa8b1b99,USD,500.0,5,2023-08-22
158,202308220521844,18850cdc-266f-5356-bbed-ceaf1c03b67418850cdc-266f-5356-bbed-ceaf1c03b674,USD,435.0,3,2023-08-22
159,202308220832115,18850cdc-266f-5356-bbed-ceaf1c03b674348e0157-9d25-528f-aa17-4420e7e5e8c8,USD,290.0,2,2023-08-22
160,202308220974433,18850cdc-266f-5356-bbed-ceaf1c03b674019f558a-9869-5eed-9c26-652e160efe25,USD,290.0,2,2023-08-22
161,202308220533180,18850cdc-266f-5356-bbed-ceaf1c03b6744d3e578a-0c29-5d51-915e-cc4e2ea63888,USD,435.0,3,2023-08-22
162,202308220492043,2ac564d1-1b8d-55cf-9d80-9c9fd52dd3012ac564d1-1b8d-55cf-9d80-9c9fd52dd301,USD,179.88,4,2023-08-22
163,202308220185749,2ac564d1-1b8d-55cf-9d80-9c9fd52dd30102bee85e-db56-5666-861e-5004869750ad,USD,224.85,5,2023-08-22
164,202308220964593,2ac564d1-1b8d-55cf-9d80-9c9fd52dd301dcfcb808-1640-5a03-8119-7cbe4561b12e,USD,44.97,1,2023-08-22
165,202308220306624,4364e72b-fb34-5ef2-be15-bf7744728d5e05928251-3cb3-5e1f-8800-196a4adced59,USD,52.97,1,2023-08-22
166,202308220333945,4364e72b-fb34-5ef2-be15-bf7744728d5ed00e0c7c-2fc0-5ec1-aa9f-db386328c7b8,USD,52.97,1,2023-08-22
167,202308220369727,1d2b7cb1-49c7-5c63-a429-199070e1f3851d2b7cb1-49c7-5c63-a429-199070e1f385,USD,220.0,4,2023-08-22
168,202308220289712,5ffb8467-1d83-5daf-877f-2feea09147135ffb8467-1d83-5daf-877f-2feea0914713,USD,120.0,1,2023-08-22
169,202308220553138,eb764b62-0562-53b4-9446-7c16ea831e85eb764b62-0562-53b4-9446-7c16ea831e85,USD,207.88,4,2023-08-22
170,202308220014975,4fffaaca-4d43-5198-b076-6997bf688cf94fffaaca-4d43-5198-b076-6997bf688cf9,USD,85.0,1,2023-08-22
171,202308220920542,b85ae7d9-172d-52fb-9da1-98e89315d345b85ae7d9-172d-52fb-9da1-98e89315d345,USD,127.97,1,2023-08-22
172,202308220134195,f09ab5fe-5b95-5105-95a2-e55f2a4aa1a3f09ab5fe-5b95-5105-95a2-e55f2a4aa1a3,USD,350.90999999999997,3,2023-08-22
173,202308220469684,f09ab5fe-5b95-5105-95a2-e55f2a4aa1a3373e335b-dd17-54de-bc94-8fae3e388e31,USD,116.97,1,2023-08-22
174,202308220809631,f09ab5fe-5b95-5105-95a2-e55f2a4aa1a31f5550fe-dbf0-5d08-b4a6-ba3a4fd1f6da,USD,233.94,2,2023-08-22
175,202308220029538,f09ab5fe-5b95-5105-95a2-e55f2a4aa1a34c3056f3-f8ee-5596-a695-b9593b6c0dd6,USD,584.85,5,2023-08-22
176,202308220523051,bd60f5e2-8ce4-556b-beea-9dc70d946640bd60f5e2-8ce4-556b-beea-9dc70d946640,USD,725.0,5,2023-08-22
177,202308220805223,30809866-e5b5-5d24-b2c0-d38495ead8253c66216f-7c89-5436-b927-65c36e6c7276,USD,173.94,2,2023-08-22
178,202308220896852,2988bba3-0027-5f72-bfa3-ae3b9f49c16d2988bba3-0027-5f72-bfa3-ae3b9f49c16d,USD,200.0,1,2023-08-22
